local_x,local_y,road_z,lanelet_id
-2.579017877598513451e+02,-4.289279321447660109e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.608643009509220292e+02,-4.305885293855684637e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.638268141379739973e+02,-4.322491983132155546e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.667893273291131209e+02,-4.339097943234063948e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.697518405174744203e+02,-4.355704398944522993e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.727143537058597076e+02,-4.372310850375260571e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.756768668969792770e+02,-4.388916814053711590e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.786393800853755920e+02,-4.405523263513178023e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.816018932716211793e+02,-4.422130096660982446e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.845644064627024363e+02,-4.438736067173175925e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.875269196509653966e+02,-4.455342540422040365e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.904894328420442662e+02,-4.471948511358087686e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.934519460303229152e+02,-4.488554981821896384e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.964144592213750116e+02,-4.505160957532300614e+00,0.000000000000000000e+00,7.260000000000000000e+02
-2.993769724096534901e+02,-4.521767428023574453e+00,0.000000000000000000e+00,7.260000000000000000e+02
-3.023123860000000036e+02,-4.538221499999999686e+00,-2.335000000000000131e-01,7.260000000000000000e+02
-2.225399929704906867e+02,5.219813130828288905e+00,0.000000000000000000e+00,4.097000000000000000e+03
-2.220675004410273630e+02,3.259900465460196628e+00,0.000000000000000000e+00,4.097000000000000000e+03
-2.212997113556232307e+02,1.401933316177257138e+00,0.000000000000000000e+00,4.097000000000000000e+03
-2.202359634762048017e+02,-2.973653051277669324e-01,0.000000000000000000e+00,4.097000000000000000e+03
-2.188968397960477432e+02,-1.777965584964811940e+00,0.000000000000000000e+00,4.097000000000000000e+03
-2.172909228386511700e+02,-2.960816797139765200e+00,0.000000000000000000e+00,4.097000000000000000e+03
-2.154527165145298682e+02,-3.748158304553465214e+00,0.000000000000000000e+00,4.097000000000000000e+03
-3.064739839999999731e+02,7.267300999999999789e+00,-5.290000000000000258e-01,4.265000000000000000e+03
-3.065022110173282499e+02,1.006813116778133477e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.065319889376603442e+02,1.300084548161410147e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.065617793991295912e+02,1.593355966814305091e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.065915610173023538e+02,1.886627394452976247e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.066213487909412265e+02,2.179898815843444737e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.066511327201042150e+02,2.473170241141151848e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.066809185650921563e+02,2.766441664496237252e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.067107034277570961e+02,3.059713088849618146e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.067404917336108383e+02,3.352984509705859040e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.067702760214682485e+02,3.646255934642477570e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.068000650656240964e+02,3.939527354746187626e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.068298457794931551e+02,4.232798783308863477e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.068596365536858457e+02,4.526070201648566638e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.068894165636079379e+02,4.819341630919211639e+01,0.000000000000000000e+00,4.265000000000000000e+03
-3.069192063354943798e+02,5.112613050275154336e+01,0.000000000000000000e+00,4.265000000000000000e+03
